user,tweets,location
utkarsh_harsh26,Yes we will definitely overtake US if JEE AND NEET EXAMS are not going to POSTPONED !!!!… https://t.co/pHPlBk0k2E,"Unnao, India"
Digendra_Yadav,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/GOjnAD4yUy",Bihar
Its_rgofficial,@DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @transformIndia @mygovindia @PIB_India @MIB_India… https://t.co/0u4vIELbKv,
SumiSukanya,"This thread👇 Coudn't have said better..

#JEENEET
#JeeNeet2020 https://t.co/2XxnjlVaL1","New Delhi, India"
yadavhitesh960,@DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @transformIndia @mygovindia @PIB_India @MIB_India… https://t.co/hlzwBQzGtR,"Rajasthan, India"
yadavhitesh960,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/m4oWKKkZJ9","Rajasthan, India"
amritraj_06,@Swamy39 @sbb4bjp @jagdishshetty @ArvindChaturved @vhsindia Yes sir you are only our last hopes for #JEENEET ...,
ashishrswain86,"@CMO_Odisha @MoSarakaar
All credit goes to #Odisha govt for this. It had first announced to provide free transport… https://t.co/qDh2vnpzNw",India
sidgupta234,"This means #JEENEET should take place after Diwali 

@saahilmenghani @sakshijoshii https://t.co/AY69720OhD",
lokeshdas75,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/26rWh1L95q","Damoh, India"
babusinhsolank5,An online survey conducted over two days involving more than 60 schools across Gujarat with 616 participants finds… https://t.co/Jqfl6VOAyN,Gujarat Gandhinagar
Shivam51335936,Lasode me @DrRPNishank  the aur chane bhi yhi kha gae islie #JEENEET postpone nhi kr rhe hai… https://t.co/rFKUw6CnCO,"मेजा, भारत"
voice1995,"I am not congress supporter
There are 10 cr students from #JEENEET #SSC #RAILWAYS and various exams and they all ar… https://t.co/WQYsRWAA8r",भारत
ShiwaniJaiswa15,@GaganPratapMath Humare #jeeneet k baad this should biggest power...they should know students power n revolution bhi aagaya h,
AmitRai2501,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/Lwod0VtRCB","कोटा, भारत"
subham_cborty,If this thing had happened during elections I'm pretty sure Modiji would've directly announced the cancellation of… https://t.co/0skIHnmt0u,Bhubaneswar
voice1995,This is beginning only. This is little anger of 25 lakh students against this govt. There are 10 cr students from… https://t.co/aNBc3TsMGx,भारत
Anorak_S,"Modi ji creates history of insult!

210k Dislikes so far despite #youtube deleting 1000s.

""Young Friends"" ne #Modi… https://t.co/kdaDXdi06A",Arrowhead Mountain
Anorak_S,"Modi ji creates history of insult!
210k Dislikes so far despite #youtube deleting 1000s.

""Young Friends"" ne #Modi… https://t.co/jePtygQkXN",Arrowhead Mountain
ahmedabadmirror,An online survey conducted over two days involving more than 60 schools across Gujarat with 616 participants finds… https://t.co/QORJbJ4UQ4,"Ahmedabad, Gujarat"
alokgar57579224,"Madhya Pradesh government to provide free travel for NEET, JEE candidates

#JEENEET 

#MadhyaPradesh
#rajsthan lear… https://t.co/a5yMZoGso3",
AdvRamSingh3,"#StudentsDislikePMModi

This is beginning only

@DrRPNishank Don't kill 50 lakh families for 💰.

There are 10 cr st… https://t.co/OK36gxnhNU",
Surendraguwariy,Ppstpone    #JEENEET #Mann_Ki_Nahi_Student_Ki_Baat,
11Petitioners,"This is beginning only

This is little anger of 25 lakh students against this govt

There are 10 cr students from… https://t.co/9VS3fLJx50",
ZeeNewsEnglish,"Madhya Pradesh government to provide free travel for NEET, JEE candidates

#JEENEET 

#MadhyaPradesh 

https://t.co/w7Y5RY8Nlb",India
yadavhitesh960,"Best Google translation till now. 😂Even the Google also know how much 
@DrRPNishank

Is lying .
Good Job… https://t.co/B1FdM9AIIh","Rajasthan, India"
AnjaliSwain178,"Woohooo nowww PM will toast a drink on his success🥂
#Mann_Ki_Nahi_Students_Ki_Baat 
#StudentsDislikePMModi 
#JEENEET https://t.co/0nzehYzV8y",Kolkata
Akhilendra_Yad,"@DrAsh_Mahendra See the hate of students against you.
 @narendramodi @AmitShah @DrRPNishank @nitin_gadkari
You betr… https://t.co/fLZAjcQAlv",India
Zeeshan28200443,"@PMOIndia Will @narendramodi take a cue from the huge number of ""Dislikes"" on his #MannKiBaat &amp; postpone #JEENEET E… https://t.co/XMlel0H7jN",Kota
TonyOx12,Even ifthe arrangemnts r dn right its really hard to write w gloves&amp;focus w a mask on #StudentsHatesMrModi… https://t.co/oF8S3OKtmR,
Priyans87740551,"#JEENEET All hail to Justice Arun Mishra.He denied our call to postpone paper by saying that ""Life has to move on""… https://t.co/ig97pcuMgc",
SaloniRajput04,"So the judge who gave decision in sc to conduct exam is not attending his own farewell due to fear of corona. 
Wht… https://t.co/0TiA2gqs7z",India
GoluPan94375292,"#JEENEET
WAIT A MIN if u r reading this and you are a jee aspirants 
Plz trend #janlewaentranceexam
for jee",India
Ani68908024,@SonuSood @LicypriyaK @PMOIndia @DG_NTA Kindly look into this matter ASAP ! #JEENEET https://t.co/iQ8xfcXeKU,"Uttar Pradesh, India"
i_shivanibhatia,"Read beautiful quote 👇👇https://t.co/29QKYeA4LJ
#mondaythoughts 

 #JEENEET",Himachal pardesh
vinayak27191141,@SonuSood Sir please help me name is Vinayak salunke I'm in ambikapur district surguja Chhattisgarh my jeemains exa… https://t.co/S2GD9wFz5Q,"Chhattisgarh, India"
Deepaks38819507,Postpone  !!!! #JEENEET,
harshsinghparm6,"Student is the big power of country
#Mann_Ki_Nahi_Students_Ki_Baat 
#studentdislikepmmodi 
#TwitterAddDislikeOption… https://t.co/FSGeWJflfj","Patna, India"
RAJKUSH67403702,Postpone jee/neet #JEENEET,Gorakhpur
ChandraShriyam,"#JEENEET #JEEMain #NEET 
Why just they can't wait for 2 months is 💰 money has become greater than lives.
This type… https://t.co/5ijgSbBLIL",
_vsp_,"Few media channels @republic @TimesNow why are they not questioning government regarding #JEENEET 

There is No pub… https://t.co/cs2qUJxp7L",
vinayak27191141,"Dear @SonuSood sir,
My name is Vinayak salunke I'm in ambikapur district surguja Chhattisgarh and my jeemains exam… https://t.co/rWCTtj3L0x","Chhattisgarh, India"
GaneshM49961790,@DG_NTA @MoHFW_INDIA @advocate_alakh @DrRPNishank  see the fake news being used for postponing #jeeneet exams https://t.co/9p0F5KcRNT,
vinayak27191141,"Dear @SonuSood sir,
I'm stuck in ambikapur Chhattisgarh and my jeemains exam is in pune Maharashtra so please help… https://t.co/V0oOad9Qh4","Chhattisgarh, India"
DhawalKothari6,"wondering what will be the stand of CMs today..
hope it is in favour of the students 
@MamataOfficial… https://t.co/g7JOc7h601",
ithegulshan,"A picture tells thousand words but many ministers tell 0.
#JEENEET #PostponeJEEAndNEET #postponeNEETandJEE https://t.co/CGoSxN6OAR",
anupam10552,ples donate him your eyesight so that he can clearly see covid situation take good decision for students… https://t.co/nI6U4PYKDF,delhi
SardarGurvinde2,"Youth: let's join our hands and show them our power 

Ultra legend Desh bakths: there might be fault in youtube oth… https://t.co/RToc7Htrly","Hyderabad, India"
Nup_6,"""Unless"" God i hate this word now
Anxiety at its peak LMAO
#Mann_Ki_Nahi_Students_Ki_Baat 
#JEENEET 
Helppp!!!… https://t.co/JIeiOOJ29r",
AaishaArshi,"@4ShivamKumar4 @Swamy39 @DrRPNishank @narendramodi @LicypriyaK @SonuSood @EduMinOfIndia Sir, why is the Govt so ada… https://t.co/PM2gjEB1Go","Kolkata, India"
Ayan_txt,"Well he's got a point.
#StudentsHatesMrModi
#Mann_Ki_Nahi_Student_Ki_Baat
#StudentsDislikePMModi
#JEENEET https://t.co/Clh9KVDEUD",
Adnankureshi,Having sat for #JEE in the past I know what mental state a student needs to be in to perform. Politicians need to b… https://t.co/zTwSRKQO95,"San Diego, CA"
harshitttt18,"Seriously @narendramodi Tell me what you want ?
To top the table ? 🤔
Stop being an egoistic,whole nation's responsi… https://t.co/tM8Qe5g8dd","Patna, India"
Rachana52606579,"Best Google translation till now. 😂 Even the Google also know how much @DrRPNishank
Is lying .
Good Job… https://t.co/rrLvNwK2sC",
mssamant,Another trap that needs shutdown. #NEET2020 #JEENEET #GretaThunberg must limit her comments to environment https://t.co/oJfW3ZS33p,
Bide12123658,@TOIIndiaNews But he was the same person to say LIFE MUST GO ON to the #JEENEET students....may God blast him😇,"Manipur,India"
PrajashPj,"#JEENEET
Hopes lost... Chupp chaap ke exam likho...All the Best to All....",
akashto40953306,"@POTUS @unfoundation   please save 2.5M student from death in india.
Indian gov @AmitShah @narendramodi  is forcefu… https://t.co/Smpfp6rAAt","Agra, India"
YuvrajSinha1008,#SupremeCourtOfIndia should give a chance ro students to keep their side. 🙏🙏  #JEENEET https://t.co/Z2qJwFThWH,"Patna, India"
RSINGH54369249,@HemantSorenJMM I got to know of the pool on twitter asking student's response over #JEENEET in covid-19 I was very… https://t.co/uyQzli7noe,
DivyanshuVijay5,"Sir see The like vs Dislike Ratio
It shows how many of the students are agree for conduction of exams!!
@Swamy39… https://t.co/c0C2jZ6nno",
DIVYANS75065886,"@Swamy39 @Dharma2X sir @Swamy39 exactly what @BJP4India wants,they just want to make a global record,by conducting… https://t.co/I1oAHduAmT",
sharma10_hemant,@Swamy39 You have some serious sarcasam swamy jiii ...coolest minister #JEENEET,
akashto40953306,@UN  sir please help student in india . Gov conducting exams in this pandemic situation  #JEENEET in which 2.5 mill… https://t.co/mqg1ouDVbp,"Agra, India"
Mohith53657432,@11Petitioners @shaami_md @nidhiindiatv @anubha1812 @nsui @indiatvnews The situation is so much stressful. We… https://t.co/QyW3Lv2Lni,"Bengaluru, India"
dhananjaya_rai,Only @INCIndia ruled or supported ruling states showing concern for Students. Why BJP CM’s heartless ? #JEENEET… https://t.co/1w2skQKqoW,Mangalore|Bangalore 
Mohith53657432,@Swamy39 @Dharma2X @Swamy39 This is what is the collective problem of our country. There's hypocrisy everywhere.… https://t.co/zvlneFmvDI,"Bengaluru, India"
iiinnndddiiaann,"Me understanding rotation and organic chemistry after 5 months of lockdown...
#JEENEET 
#JEE https://t.co/lAWCK4sZ5c",
Smartbo54542505,"@Swamy39 Sir, Please Us. Please do something today to postpone #JEENEET 
Please meet with Modi ji today🙏😰","West Bengal, India"
MbPramukh,"News 18
""PM Modi ghuma rahe hai mor, YouTube pe badh raha dislikes ka shor""

News Nation
""PM fase daldal me, YouTub… https://t.co/oweWYrsNUB",
iiinnndddiiaann,"Condition of every student like me who have'nt studied anything in lockdown
#JEENEET 
#StudentsLivesMatters https://t.co/kC8pha6I7N",
PriZha22,"The irony is there are people out here who want the postponement of NEET/JEE coz of the pandemic, yet they would go… https://t.co/Btm84mD68i",
MdNavedKhan18,"@DrRPNishank @HemantSorenJMM  sir u can see the majority of the students want postponement.
#JEENEET… https://t.co/mIDYThgKxm",
think_outofbox,"Swami ji , don’t try . We don’t see you as a loser. #JEENEET https://t.co/urXvr45Et8",
Kanika76206258,@Swamy39 @sbb4bjp @jagdishshetty @ArvindChaturved @vhsindia Sir is there even any hope of postponement after… https://t.co/7kCJgyvpqM,
iiinnndddiiaann,"STUDENTS- we will boycott exams and protest 

GOVT-
#JEENEET https://t.co/NzOJVmwhE6",
MdNavedKhan18,"Please @Swamy39 ji..... Do u something... Otherwise the cases will be doubled very horrendously
#postponeNEETandJEE… https://t.co/nnqsBUzKDz",
smastrophysics,Indian students have united against the dangerous and life threatening steps of this Indian government.… https://t.co/OBw2qQytCQ,
saurabh12266692,tomorrow after meeting of @Swamy39 with @narendramodi is there any chance of postponement of #JEENEET… https://t.co/2TGGpZGN8z,
manojkghezta,"@rssurjewala @NayakRagini All required is now 100% measures of safety for the students #JEENEET
 Chhatisgarh stare… https://t.co/qFAKO6cVwl",shimla
Rik_Hssn,"Justice Arun Mishra don't want to attend his own farewell party due to COVID-19..

But yes he gave permission to co… https://t.co/qpye20mRO7",
mayusmeena,"If the exams are held and there are any casualty, no one but the government will be blamed!!!! Worst decision taken… https://t.co/L2st7bxrbM",Apartment #20
Drviral112,"#StudentsDislikePMModi #Mann_Ki_Nahi_Student_Ki_Baat #PostponeJEEAndNEET #JEENEET #PostponeJEENEET_Today 
Meanwhile… https://t.co/G3j3yxt7HM",
TheAaghori9,"@MumbaiVigilant2 @PriaINC R u mad?Daily cases are increasing,today it crossed 80k which is highest ever single day… https://t.co/vivJZt3oDe","Dombivli, भारत "
shailaitandon,"There were rumours that ""Corona Virus"" was planned by Chinese government to reduce population. 

Par yaha mauke pe… https://t.co/Ede5plPw5a","Gurgaon, India"
shailaitandon,"I might've had a joke on homicides,
But they are very NEET.

#NEETJEE #NEET2020 #JEENEET #MannKiBaat #coronavirus… https://t.co/3wiBAYTPsT","Gurgaon, India"
DasAbhilekha,I know everyone is going through a lot right now.The leaders of this country shamelessly used us to their own advan… https://t.co/jIrsIQqHHB,
